,Unnamed: 0,word,label_GPT3,label_ChatGPT_prompt,label_ChatGPT_chat,label_Ground_truth
1812,1812,would,c,c,c,c
1813,1813,prefer,c,c,c,c
1814,1814,stay,i,c,c,i
1815,1815,in,c,c,c,c
1816,1816,the,c,c,c,i
1817,1817,tents,c,c,c,i
1818,1818,",",c,c,c,c
1819,1819,because,c,c,c,c
1820,1820,it,c,c,c,c
1821,1821,'s,c,c,c,c
1822,1822,more,c,c,c,c
1823,1823,exciting,c,c,c,c
1824,1824,and,c,c,c,c
1825,1825,I,c,c,c,c
1826,1826,really,c,c,c,c
1827,1827,love,c,c,c,c
1828,1828,camping,c,c,c,c
1829,1829,.,c,c,c,c
1830,1830,I,c,c,c,c
1831,1831,examined,c,c,c,c
1832,1832,all,c,c,c,c
1833,1833,the,c,c,c,c
1834,1834,activities,c,c,c,c
1835,1835,that,c,c,c,c
1836,1836,you,c,c,c,c
1837,1837,listed,c,c,c,c
1838,1838,and,c,c,c,c
1839,1839,I,c,c,c,c
1840,1840,was,c,c,c,c
1841,1841,disappointed,c,c,c,c
1842,1842,to,c,c,c,c
1843,1843,have,c,c,c,c
1844,1844,to,c,c,c,c
1845,1845,chose,i,i,i,i
1846,1846,just,c,c,c,c
1847,1847,two,c,c,c,c
1848,1848,of,c,c,c,c
1849,1849,them,c,c,c,c
1850,1850,because,c,c,c,c
1851,1851,in,c,c,c,c
1852,1852,my,c,c,c,c
1853,1853,opinion,c,c,c,c
1854,1854,I,c,c,c,c
1855,1855,'m,c,c,c,c
1856,1856,good,c,c,c,c
1857,1857,in,c,c,c,i
1858,1858,almost,c,c,c,c
1859,1859,of,c,i,c,i
1860,1860,this,c,c,c,i
1861,1861,activities,c,c,i,c
1862,1862,.,c,c,c,c
1863,1863,However,c,c,c,c
1864,1864,",",c,c,c,c
1865,1865,I,c,c,c,c
1866,1866,would,c,c,c,c
1867,1867,choose,c,c,c,c
1868,1868,sailing,c,c,c,c
1869,1869,because,c,c,c,c
1870,1870,I,c,c,c,c
1871,1871,am,c,c,c,c
1872,1872,facinating,i,i,i,i
1873,1873,with,c,c,c,c
1874,1874,the,c,c,c,c
1875,1875,sea,c,c,c,c
1876,1876,and,c,c,c,c
1877,1877,it,c,c,c,i
1878,1878,'s,c,c,c,i
1879,1879,misteries,c,c,c,i
1880,1880,and,c,c,c,c
1881,1881,I,c,c,c,c
1882,1882,also,c,c,c,c
1883,1883,like,c,c,c,c
1884,1884,the,c,c,c,c
1885,1885,watter,i,i,i,i
1886,1886,",",c,c,c,c
1887,1887,the,c,c,c,c
1888,1888,wind,c,c,c,c
1889,1889,in,c,c,c,c
1890,1890,my,c,c,c,c
1891,1891,face,c,c,c,c
1892,1892,...,c,c,c,c
1893,1893,The,c,c,c,c
1894,1894,other,c,c,c,c
1895,1895,one,c,c,c,c
1896,1896,I,c,c,c,c
1897,1897,would,c,c,c,c
1898,1898,choose,c,c,c,c
1899,1899,is,c,c,c,c
1900,1900,basketball,c,c,c,c
1901,1901,becouse,i,i,i,i
1902,1902,I,c,c,c,c
1903,1903,'m,c,c,c,c
1904,1904,tall,c,c,c,c
1905,1905,and,c,c,c,c
1906,1906,very,c,c,c,c
1907,1907,fast,c,c,c,c
1908,1908,with,c,c,c,c
1909,1909,the,c,c,c,c
1910,1910,ball,c,c,c,c
1911,1911,.,c,c,c,c
1912,1912,Finally,c,c,c,c
1913,1913,I,c,c,c,c
1914,1914,would,c,c,c,c
1915,1915,like,c,c,c,c
1916,1916,to,c,c,c,c
1917,1917,know,c,c,c,c
1918,1918,what,c,c,c,c
1919,1919,kind,c,c,c,c
1920,1920,of,c,c,c,c
1921,1921,clothes,c,c,c,c
1922,1922,are,c,c,c,i
1923,1923,we,c,c,c,i
1924,1924,supposed,c,c,c,c
1925,1925,to,c,c,c,c
1926,1926,wear,c,c,c,c
1927,1927,there,c,c,c,c
1928,1928,",",c,c,c,c
1929,1929,and,c,c,c,c
1930,1930,about,c,c,c,c
1931,1931,the,c,c,c,c
1932,1932,money,c,c,c,c
1933,1933,we,c,c,c,c
1934,1934,are,c,c,c,c
1935,1935,supposed,c,c,c,c
1936,1936,to,c,c,c,i
1937,1937,pay,c,c,c,c
1938,1938,for,c,c,c,c
1939,1939,food,c,c,c,c
1940,1940,and,c,c,c,c
1941,1941,things,c,c,c,c
1942,1942,like,c,c,c,c
1943,1943,that,c,c,c,c
1944,1944,.,c,c,c,c
1945,1945,I,c,c,c,c
1946,1946,'m,c,c,c,c
1947,1947,looking,c,c,c,c
1948,1948,forward,c,c,c,c
1949,1949,to,c,c,c,c
1950,1950,receiving,c,c,c,c
1951,1951,your,c,c,c,c
1952,1952,prompt,c,c,c,c
1953,1953,replay,i,c,i,i
1954,1954,.,c,c,c,c
1955,1955,sincerely,c,c,c,c
1956,1956,Clara,c,c,c,c
1957,1957,Dear,c,c,c,c
1958,1958,Kim,c,c,c,c
1959,1959,",",c,c,c,c
1960,1960,I,c,c,c,c
1961,1961,am,c,c,c,c
1962,1962,writing,c,c,c,c
1963,1963,to,c,c,c,c
1964,1964,tell,c,c,c,c
1965,1965,you,c,c,c,c
1966,1966,some,c,c,c,c
1967,1967,news,c,c,c,c
1968,1968,and,c,c,c,c
1969,1969,to,c,c,c,c
1970,1970,ask,c,c,c,c
1971,1971,a,c,c,c,c
1972,1972,little,c,c,c,c
1973,1973,bit,c,c,c,c
1974,1974,about,c,c,c,c
1975,1975,you,c,c,c,c
1976,1976,.,c,c,c,c
1977,1977,First,c,c,c,c
1978,1978,of,c,c,c,c
1979,1979,all,c,c,c,c
1980,1980,",",c,c,c,c
1981,1981,I,c,c,c,c
1982,1982,'m,c,c,c,c
1983,1983,going,c,c,c,c
1984,1984,to,c,c,c,c
1985,1985,tell,c,c,c,c
1986,1986,the,c,c,c,c
1987,1987,good,c,c,c,c
1988,1988,news,c,c,c,c
1989,1989,.,c,c,c,c
1990,1990,Last,c,c,c,c
1991,1991,month,c,c,c,c
1992,1992,",",c,c,c,c
1993,1993,I,c,c,c,c
1994,1994,went,c,c,c,c
1995,1995,to,c,c,c,c
1996,1996,a,c,c,c,c
1997,1997,pop,c,c,c,c
1998,1998,concert,c,c,c,c
1999,1999,with,c,c,c,c
2000,2000,four,c,c,c,c
2001,2001,bands,c,c,c,c
2002,2002,.,c,c,c,i
2003,2003,It,c,c,c,c
2004,2004,was,c,c,c,c
2005,2005,unbelivebly,i,i,i,i
2006,2006,!,c,c,c,c
2007,2007,!,c,c,c,c
2008,2008,!,c,c,c,c
2009,2009,Although,c,c,c,c
2010,2010,it,c,c,c,i
2011,2011,was,c,c,c,i
2012,2012,5.000,c,c,i,i
2013,2013,thousand,i,i,c,c
2014,2014,people,c,c,c,c
2015,2015,there,c,c,c,c
2016,2016,",",c,c,c,c
2017,2017,people,c,c,c,c
2018,2018,could,c,c,c,c
2019,2019,walk,c,c,c,c
2020,2020,and,c,c,c,c
2021,2021,dance,c,c,c,c
2022,2022,without,c,c,c,c
2023,2023,any,c,c,c,c
2024,2024,problem,c,c,c,c
2025,2025,.,c,c,c,c
2026,2026,It,c,c,c,c
2027,2027,was,c,c,c,c
2028,2028,very,c,c,c,c
2029,2029,well,c,c,c,c
2030,2030,organised,c,c,c,c
2031,2031,",",c,c,c,i
2032,2032,the,c,c,c,i
2033,2033,shows,c,c,c,i
2034,2034,started,c,c,c,c
2035,2035,in,c,c,c,c
2036,2036,the,c,c,c,c
2037,2037,exactly,i,c,c,c
2038,2038,time,c,c,c,i
2039,2039,and,c,c,c,c
2040,2040,the,c,c,c,c
2041,2041,group,c,c,c,c
2042,2042,were,c,c,c,c
2043,2043,well,c,c,c,i
2044,2044,performed,c,c,c,i
2045,2045,too,c,c,c,c
2046,2046,.,c,c,c,c
2047,2047,I,c,c,c,c
2048,2048,have,c,c,c,c
2049,2049,contributed,c,c,c,c
2050,2050,to,c,c,c,c
2051,2051,the,c,c,c,c
2052,2052,concert,c,c,c,c
2053,2053,selling,c,c,c,i
2054,2054,some,c,c,c,c
2055,2055,tickets,c,c,c,c
2056,2056,to,c,c,c,c
2057,2057,my,c,c,c,c
2058,2058,friends,c,c,c,c
2059,2059,.,c,c,c,c
2060,2060,However,c,c,c,c
2061,2061,the,c,c,c,i
2062,2062,success,c,c,c,c
2063,2063,of,c,c,c,c
2064,2064,the,c,c,c,c
2065,2065,concert,c,c,c,c
2066,2066,",",c,c,c,c
2067,2067,at,c,c,c,c
2068,2068,the,c,c,c,c
2069,2069,end,c,c,c,c
2070,2070,of,c,c,c,c
2071,2071,show,c,c,c,i
2072,2072,some,c,c,c,c
2073,2073,full,c,c,i,c
2074,2074,gays,i,i,i,c
2075,2075,started,c,c,c,c
2076,2076,a,c,c,c,c
2077,2077,big,c,c,c,c
2078,2078,confusion,c,c,c,c
2079,2079,and,c,c,c,c
2080,2080,some,c,c,c,c
2081,2081,people,c,c,c,c
2082,2082,get,c,i,i,i
2083,2083,hurt,c,c,c,c
2084,2084,.,c,c,c,c
2085,2085,It,c,c,c,c
2086,2086,was,c,c,c,c
2087,2087,depressing,c,c,c,c
2088,2088,...,c,c,c,c
2089,2089,Finally,c,c,c,c
2090,2090,",",c,c,c,c
2091,2091,I,c,c,c,c
2092,2092,would,c,c,c,c
2093,2093,like,c,c,c,c
2094,2094,to,c,c,c,c
2095,2095,know,c,c,c,c
2096,2096,some,c,c,c,c
2097,2097,news,c,i,c,c
2098,2098,about,c,c,c,c
2099,2099,you,c,c,c,c
2100,2100,",",c,c,c,c
2101,2101,What,c,c,c,c
2102,2102,have,c,c,c,c
2103,2103,you,c,c,c,c
2104,2104,done,c,i,c,c
2105,2105,?,c,c,c,c
2106,2106,Be,i,i,i,i
2107,2107,you,c,c,i,c
2108,2108,studing,i,i,i,i
2109,2109,a,c,c,c,c
2110,2110,lot,c,c,c,c
2111,2111,?,c,c,c,c
2112,2112,Please,c,c,c,c
2113,2113,write,c,c,c,c
2114,2114,me,c,c,c,c
2115,2115,a,c,c,c,c
2116,2116,letter,c,c,c,c
2117,2117,as,c,c,c,c
2118,2118,soon,c,c,c,c
2119,2119,as,c,c,c,c
2120,2120,possible,c,c,c,c
2121,2121,!,c,c,c,c
