,word,label
8980,the,c
8981,actor,c
8982,was,c
8983,different,c
8984,from,c
8985,your,c
8986,advertisement,c
8987,.,c
8988,I,c
8989,meant,c
8990,he,c
8991,was,c
8992,not,c
8993,Danny,c
8994,Brook,c
8995,.,c
8996,Secondly,c
8997,",",c
8998,it,c
8999,took,i
9000,times,i
9001,to,c
9002,wait,c
9003,about,c
9004,forty,c
9005,five,c
9006,minutes,c
9007,",",c
9008,because,c
9009,it,c
9010,started,c
9011,at,c
9012,20:15,c
9013,.,c
9014,It,c
9015,should,c
9016,be,c
9017,on,i
9018,time,c
9019,at,c
9020,19:30,c
9021,.,c
9022,Then,c
9023,it,c
9024,had,c
9025,no,c
9026,discounts,c
9027,",",c
9028,which,c
9029,the,c
9030,advertisement,c
9031,said,c
9032,so,c
9033,.,c
9034,Due,c
9035,to,c
9036,being,c
9037,a,c
9038,student,c
9039,",",c
9040,I,c
9041,think,c
9042,I,c
9043,should,c
9044,have,c
9045,got,c
9046,the,c
9047,discount,c
9048,from,c
9049,your,c
9050,ticket,c
9051,with,c
9052,ID,c
9053,card,c
9054,.,c
9055,Besides,c
9056,this,c
9057,",",c
9058,the,c
9059,theatre,c
9060,restaurant,c
9061,was,c
9062,early,i
9063,closed,c
9064,.,c
9065,As,c
9066,soon,c
9067,as,c
9068,the,c
9069,show,c
9070,ended,c
9071,",",c
9072,I,c
9073,went,c
9074,to,c
9075,there,c
9076,for,c
9077,having,i
9078,a,c
9079,dessert,c
9080,.,c
9081,Lastly,c
9082,",",c
9083,I,c
9084,do,c
9085,n't,c
9086,think,c
9087,that,c
9088,it,c
9089,was,c
9090,my,c
9091,perfect,c
9092,evening,c
9093,.,c
9094,I,c
9095,would,c
9096,like,c
9097,to,c
9098,get,c
9099,my,c
9100,money,c
9101,back,c
9102,.,c
9103,I,c
9104,look,c
9105,forward,c
9106,to,c
9107,replying,i
9108,from,c
9109,you,c
9110,.,c
9111,Yours,c
9112,faithfully,c
9113,",",c
9114,Unfortunately,i
9115,",",c
9116,Pat,c
9117,was,c
9118,n't,c
9119,very,c
9120,good,c
9121,at,c
9122,keeping,c
9123,secrets,c
9124,.,c
9125,Griffin,c
9126,",",c
9127,who,c
9128,is,c
9129,a,c
9130,teacher,c
9131,",",c
9132,was,c
9133,n't,c
9134,surprised,c
9135,at,c
9136,our,c
9137,preparation,c
9138,.,c
9139,It,c
9140,was,c
9141,so,c
9142,close,c
9143,to,c
9144,be,c
9145,on,c
9146,his,c
9147,birthday,c
9148,",",c
9149,so,c
9150,we,c
9151,made,c
9152,a,c
9153,decision,c
9154,to,c
9155,hold,c
9156,a,c
9157,small,c
9158,party,c
9159,for,c
9160,him,c
9161,.,She
9162,has,c
9163,just,c
9164,learnt,c
9165,with,c
9166,us,c
9167,for,c
9168,three,c
9169,weeks,c
9170,.,c
9171,She,c
9172,is,c
9173,not,c
9174,talkative,c
9175,",",c
9176,kind,c
9177,",",c
9178,and,c
9179,reserved,c
9180,.,c
9181,However,c
9182,",",c
9183,this,c
9184,party,c
9185,she,c
9186,took,c
9187,part,c
9188,in,c
9189,",",c
9190,she,c
9191,was,c
9192,responsible,c
9193,for,c
9194,preparing,c
9195,food,c
9196,.,c
9197,As,c
9198,far,c
9199,as,c
9200,we,c
9201,knew,c
9202,",",c
9203,she,c
9204,'s,c
9205,good,c
9206,at,c
9207,cooking,c
9208,.,c
9209,While,c
9210,she,c
9211,was,c
9212,choosing,c
9213,vegetables,c
9214,in,c
9215,a,c
9216,market,c
9217,",",c
9218,she,c
9219,came,c
9220,across,c
9221,him,c
9222,.,c
9223,When,c
9224,he,c
9225,asked,c
9226,her,c
9227,',c
9228,why,c
9229,do,c
9230,you,c
9231,choose,c
9232,deliberately,c
9233,?,c
9234,',c
9235,",",c
9236,she,c
9237,answered,c
9238,without,c
9239,thinking,c
9240,.,c
9241,That,c
9242,caused,c
9243,the,c
9244,secret,c
9245,disclosed,c
9246,.,c
9247,We,c
9248,did,c
9249,n't,c
9250,blame,c
9251,her,c
9252,",",c
9253,because,c
9254,we,c
9255,knew,c
9256,that,c
9257,she,c
9258,did,c
9259,n't,c
9260,intend,c
9261,to,c
9262,do,c
9263,like,c
9264,that,c
9265,.,c
9266,Although,c
9267,he,c
9268,was,c
9269,n't,c
9270,surprised,i
9271,",",c
9272,he,c
9273,was,c
9274,glad,c
9275,and,c
9276,pleased,c
9277,with,c
9278,our,c
9279,party,c
9280,.,c
9281,Anyway,c
9282,",",c
9283,Happy,c
9284,Birthday,c
9285,to,c
9286,Griffin,c
9287,",",c
9288,again,c
9289,.,c
9290,Dear,c
9291,Jean,c
9292,Clark,c
9293,",",c
9294,I,c
9295,recently,c
9296,spent,c
9297,two,c
9298,days,c
9299,at,c
9300,your,c
9301,Annual,c
9302,International,c
9303,Arts,c
9304,Festival,c
9305,and,c
9306,I,c
9307,am,c
9308,writing,c
9309,to,c
9310,express,c
9311,my,c
9312,opinion,c
9313,about,i
9314,it,c
9315,.,c
9316,Firstly,c
9317,",",c
9318,I,c
9319,think,c
9320,the,c
9321,International,c
9322,Arts,c
9323,Festival,c
9324,is,c
9325,a,c
9326,wonderful,c
9327,idea,c
9328,because,c
9329,I,c
9330,have,c
9331,the,c
9332,opportunity,c
9333,to,c
9334,enjoy,c
9335,different,c
9336,arts,c
9337,events,c
9338,.,c
9339,But,c
9340,it,c
9341,is,c
9342,also,c
9343,true,c
9344,I,c
9345,could,c
9346,just,c
9347,see,c
9348,stars,c
9349,and,c
9350,artists,c
9351,on,c
9352,stage,c
9353,from,c
9354,only,c
9355,six,c
9356,countries,c
9357,",",c
9358,not,c
9359,stars,c
9360,from,c
9361,around,c
9362,the,c
9363,world,c
9364,as,c
9365,you,c
9366,announce,c
9367,in,c
9368,your,c
9369,advertisement,c
9370,.,c
9371,Secondly,c
9372,I,c
9373,really,c
9374,enjoyed,c
9375,the,c
9376,jazz,c
9377,and,c
9378,classical,c
9379,concerts,c
9380,in,c
9381,spite,c
9382,of,c
9383,the,c
9384,fact,c
9385,that,c
9386,some,c
9387,of,c
9388,them,c
9389,were,c
9390,taken,c
9391,place,c
9392,in,c
9393,too,c
9394,small,c
9395,concert,c
9396,halls,c
9397,.,c
9398,Thirdly,c
9399,",",c
9400,all,c
9401,the,c
9402,plays,c
9403,and,c
9404,films,c
9405,showed,c
9406,were,c
9407,interesting,c
9408,",",c
9409,In,i
9410,my,c
9411,opinion,c
9412,you,c
9413,should,c
9414,include,c
9415,some,c
9416,more,c
9417,films,c
9418,and,c
9419,plays,c
9420,in,c
9421,your,c
9422,festival,c
9423,next,c
9424,year,c
9425,.,c
9426,Finally,c
9427,",",c
9428,I,c
9429,think,c
9430,it,c
9431,was,c
9432,a,c
9433,good,c
9434,idea,c
9435,the,c
9436,fact,i
9437,to,c
9438,buy,c
9439,only,c
9440,one,c
9441,ticket,c
9442,for,c
9443,all,c
9444,the,c
9445,events,c
9446,since,c
9447,I,c
9448,just,c
9449,spent,c
9450,the,c
9451,time,c
9452,watching,c
9453,and,c
9454,enjoying,c
9455,all,c
9456,of,c
9457,them,c
9458,.,c
9459,I,c
9460,look,c
9461,forward,c
9462,hearing,c
9463,from,c
9464,you,c
9465,.,c
9466,Your,i
9467,sincerely,i
9468,Dear,i
9469,George,c
9470,",",c
9471,Sorry,c
9472,it,c
9473,'s,c
9474,been,c
9475,too,c
9476,long,c
9477,since,c
9478,I,c
9479,last,c
9480,wrote,c
9481,but,c
9482,I,c
9483,'ve,c
9484,been,c
9485,so,c
9486,busy,c
9487,at,c
9488,school,c
9489,that,c
9490,I,c
9491,could,c
9492,n't,c
9493,answer,c
9494,you,c
9495,before,c
9496,.,c
9497,As,c
9498,you,c
9499,tell,i
9500,me,c
9501,in,c
9502,your,c
9503,last,c
9504,letter,c
9505,you,c
9506,were,c
9507,talking,c
9508,about,c
9509,rules,c
9510,in,c
9511,your,c
9512,class,c
9513,and,c
9514,you,c
9515,want,c
9516,to,c
9517,know,c
9518,about,c
9519,school,c
9520,rules,c
9521,in,c
9522,my,c
9523,country,c
9524,and,c
9525,also,c
9526,what,c
9527,I,c
9528,am,c
9529,allowed,c
9530,to,c
9531,do,c
9532,at,c
9533,home,c
9534,.,c
9535,First,c
9536,I,c
9537,must,c
9538,tell,c
9539,you,c
9540,that,c
9541,teachers,c
9542,are,c
9543,strict,c
9544,at,c
9545,school,c
9546,.,c
9547,We,c
9548,are,c
9549,n't,c
9550,allowed,c
9551,to,c
9552,eat,c
9553,in,c
9554,the,c
9555,classrooms,c
9556,and,c
9557,in,c
9558,addition,c
9559,to,c
9560,this,c
9561,we,c
9562,must,c
9563,sit,c
9564,down,c
9565,in,c
9566,individual,c
9567,desks,c
9568,.,c
9569,We,c
9570,ca,i
9571,n't,c
9572,chat,c
9573,with,c
9574,our,c
9575,classmates,c
9576,.,c
9577,How,c
9578,boring,c
9579,!,c
9580,At,c
9581,home,c
9582,everything,c
9583,is,c
9584,quite,c
9585,good,c
9586,",",c
9587,mum,c
9588,and,c
9589,dad,c
9590,are,c
9591,great,c
9592,but,c
9593,there,c
9594,'s,c
9595,one,c
9596,main,c
9597,rule,c
9598,I,c
9599,must,c
9600,tell,c
9601,them,c
9602,were,i
9603,I,c
9604,go,c
9605,and,c
9606,what,c
9607,time,c
9608,I,c
9609,'ll,c
9610,come,c
9611,back,c
9612,.,c
9613,Granny,c
9614,is,c
9615,the,c
9616,problem,c
9617,she,c
9618,'s,c
9619,a,c
9620,bit,c
9621,bossy,c
9622,!,c
9623,She,c
9624,usually,c
9625,tells,c
9626,me,c
9627,what,c
9628,to,c
9629,do,c
9630,and,c
9631,what,c
9632,kind,c
9633,of,c
9634,clothes,c
9635,I,c
9636,should,c
9637,wear,c
9638,but,c
9639,I,c
9640,do,c
9641,n't,c
9642,care,c
9643,about,c
9644,it,c
9645,.,c
9646,I,c
9647,really,c
9648,must,c
9649,get,c
9650,down,c
9651,to,c
9652,some,c
9653,homework,c
9654,now,c
9655,so,c
9656,I,c
9657,'ll,c
9658,stop,c
9659,here,c
9660,.,c
9661,Give,c
9662,my,c
9663,love,c
9664,to,c
9665,your,c
9666,parents,c
9667,.,c
9668,Write,c
9669,to,c
9670,me,c
9671,soon,c
9672,Dear,c
9673,Mr,c
9674,Robertson,c
9675,",",c
9676,I,c
9677,am,c
9678,writing,c
9679,to,c
9680,you,c
9681,as,c
9682,a,c
9683,representative,c
9684,of,c
9685,the,c
9686,class,c
9687,about,c
9688,the,c
9689,3-day,c
9690,school,c
9691,trip,c
9692,which,c
9693,has,c
9694,been,c
9695,organized,c
9696,for,c
9697,next,c
9698,week,c
9699,.,c
9700,First,c
9701,of,c
9702,all,c
9703,",",c
9704,I,c
9705,would,c
9706,like,c
9707,to,c
9708,thank,c
9709,you,c
9710,for,c
9711,the,c
9712,excellent,c
9713,organization,c
9714,of,c
9715,this,c
9716,trip,c
9717,which,c
9718,seems,c
9719,to,c
9720,be,c
9721,very,c
9722,interesting,c
9723,and,c
9724,useful,c
9725,for,c
9726,the,c
9727,students,c
9728,.,c
9729,Especially,c
9730,I,c
9731,believe,c
9732,that,c
9733,the,c
9734,visit,c
9735,to,c
9736,the,c
9737,National,c
9738,Art,c
9739,Gallery,c
9740,will,c
9741,be,c
9742,a,c
9743,really,c
9744,exciting,c
9745,experience,c
9746,for,c
9747,all,c
9748,of,c
9749,us,c
9750,.,c
9751,All,c
9752,the,c
9753,students,c
9754,are,c
9755,enthusiastic,c
9756,about,c
9757,it,c
9758,.,c
9759,However,c
9760,",",c
9761,some,c
9762,of,c
9763,them,c
9764,have,c
9765,read,c
9766,an,c
9767,advertisment,i
9768,about,c
9769,the,c
9770,London,c
9771,Fashion,c
9772,and,c
9773,Leisure,c
9774,Show,c
9775,",",c
9776,which,c
9777,will,c
9778,take,c
9779,place,c
9780,at,c
9781,the,c
9782,Central,c
9783,Exhibition,c
9784,Hall,c
9785,in,c
9786,London,c
9787,on,c
9788,14th,c
9789,March,c
9790,.,c
9791,The,c
9792,Exhibition,c
9793,will,c
9794,show,c
9795,all,c
9796,the,c
9797,latest,c
9798,fashion,c
9799,in,c
9800,a,c
9801,very,c
9802,wide,c
9803,range,c
9804,from,c
9805,sports,c
9806,wear,c
9807,to,c
9808,make,c
9809,up,c
9810,and,c
9811,even,c
9812,hairstyles,c
9813,.,c
9814,What,c
9815,is,c
9816,more,c
9817,",",c
9818,the,c
9819,show,c
9820,is,c
9821,free,c
9822,for,c
9823,all,c
9824,the,c
9825,students,c
9826,.,c
9827,We,c
9828,feel,c
9829,that,c
9830,taking,c
9831,part,c
9832,to,i
9833,it,c
9834,would,c
9835,be,c
9836,a,c
9837,great,c
9838,opportunity,c
9839,to,c
9840,us,c
9841,since,c
9842,we,c
9843,will,c
9844,be,c
9845,able,c
9846,to,c
9847,have,c
9848,some,c
9849,information,c
9850,about,c
9851,the,c
9852,world,c
9853,of,c
9854,fashion,c
9855,",",c
9856,which,c
9857,is,c
9858,becoming,c
9859,more,c
9860,and,c
9861,more,c
9862,important,c
9863,in,c
9864,our,c
9865,days,c
9866,.,c
9867,Under,c
9868,the,c
9869,circumstances,c
9870,",",c
9871,I,c
9872,was,c
9873,asked,c
9874,by,c
9875,the,c
9876,class,c
9877,to,c
9878,inform,c
9879,you,c
9880,about,c
9881,the,c
9882,show,c
9883,and,c
9884,to,c
9885,ask,c
9886,if,c
9887,it,c
9888,could,c
9889,be,c
9890,possible,c
9891,to,c
9892,make,c
9893,some,c
9894,changes,c
9895,in,c
9896,the,c
9897,programme,c
9898,if,c
9899,it,c
9900,could,c
9901,to,i
9902,It,c
9903,will,c
9904,take,c
9905,place,c
9906,on,c
9907,Tuesday,c
9908,from,c
9909,10.00am,c
9910,to,c
9911,19.00pm,i
9912,",",c
9913,so,c
9914,we,c
9915,could,c
9916,give,c
9917,up,c
9918,the,c
9919,shopping,c
9920,and,c
9921,go,c
9922,to,c
9923,the,c
9924,show,c
9925,in,c
9926,the,c
9927,afternoon,c
9928,.,c
9929,I,c
9930,hope,c
9931,you,c
9932,will,c
9933,consider,c
9934,this,c
9935,possibility,c
9936,and,c
9937,tell,c
9938,us,c
9939,as,c
9940,soon,c
9941,as,c
9942,possible,c
9943,if,c
9944,you,c
9945,intend,c
9946,to,c
9947,accept,c
9948,our,c
9949,proposal,c
9950,.,c
9951,Yours,c
9952,faithfully,c
9953,Being,i
9954,famous,c
9955,and,c
9956,risk,c
9957,is,c
9958,something,c
9959,all,c
9960,of,c
9961,us,c
9962,have,c
9963,dreamt,c
9964,of,c
9965,sometimes,c
9966,.,c
9967,But,c
9968,not,c
9969,always,c
9970,famous,c
9971,people,c
9972,are,c
9973,happy,c
9974,of,c
9975,their,c
9976,condition,c
9977,.,c
9978,Usually,c
9979,if,c
9980,you,c
9981,ask,c
9982,them,c
9983,what,c
9984,they,c
9985,would,c
9986,desire,c
9987,most,c
9988,",",c
9989,the,c
9990,answer,c
9991,is,c
9992,:,c
9993,"""\""""""",c
9994,I,c
9995,would,c
9996,like,c
9997,to,c
9998,be,c
9999,able,c
10000,to,c
10001,live,c
10002,like,c
10003,ordinary,c
10004,people,c
10005,do,c
10006,"""\""""""",c
10007,There,c
10008,is,c
10009,no,c
10010,surprise,c
10011,to,c
10012,this,c
10013,answer,c
10014,:,c
10015,famous,c
10016,people,c
10017,can,c
10018,not,c
10019,have,c
10020,their,c
10021,own,c
10022,private,c
10023,life,c
10024,.,c
10025,Whenever,c
10026,they,c
10027,go,c
10028,out,c
10029,they,c
10030,are,c
10031,suddenly,c
10032,"""\""""""",c
10033,hounded,i
10034,"""\""""""",c
10035,by,c
10036,groups,c
10037,of,c
10038,journalists,c
10039,and,c
10040,photographers,c
10041,who,c
10042,want,c
10043,an,c
10044,interview,c
10045,or,c
10046,a,c
10047,photo,c
10048,.,c
10049,They,c
10050,can,c
10051,not,c
10052,even,c
10053,have,c
10054,a,c
10055,pizza,c
10056,with,c
10057,friend,i
10058,who,c
10059,stops,c
10060,them,c
10061,and,c
10062,asks,c
10063,them,c
10064,for,c
10065,an,c
10066,autograph,c
10067,.,c
10068,But,c
10069,the,c
10070,worst,c
10071,thing,c
10072,of,c
10073,all,c
10074,is,c
10075,that,c
10076,they,c
10077,are,c
10078,often,c
10079,victim,c
10080,of,c
10081,malicious,c
10082,gossips,c
10083,",",c
10084,which,c
10085,most,c
10086,of,c
10087,the,c
10088,times,c
10089,are,c
10090,not,c
10091,even,c
10092,true,c
10093,.,c
10094,In,c
10095,conclusion,c
10096,",",c
10097,I,c
10098,believe,c
10099,that,c
10100,it,c
10101,is,c
10102,certainly,i
10103,tight,i
10104,that,c
10105,famous,c
10106,people,c
10107,accept,c
10108,their,c
10109,condition,c
10110,",",c
10111,with,c
10112,all,c
10113,the,c
10114,advantages,c
10115,and,c
10116,disadvantages,c
10117,it,c
10118,brings,c
10119,",",c
10120,on,c
10121,the,c
10122,other,c
10123,hand,c
10124,",",c
10125,however,c
10126,",",c
10127,I,c
10128,think,c
10129,that,c
10130,they,c
10131,deserve,c
10132,to,c
10133,have,c
10134,a,c
10135,private,c
10136,life,c
10137,as,c
10138,all,c
10139,other,c
10140,people,
10141,Dear,c
10142,Mr,c
10143,Robertson,c
10144,",",c
10145,Thank,c
10146,you,c
10147,for,c
10148,the,c
10149,programme,c
10150,which,c
10151,you,c
10152,have,c
10153,organised,i
10154,the,i
10155,three,c
10156,days,c
10157,in,c
10158,London,c
10159,.,c
10160,However,c
10161,",",c
10162,some,c
10163,students,c
10164,in,c
10165,our,c
10166,class,c
10167,have,c
10168,seen,c
10169,an,c
10170,advertisement,c
10171,for,c
10172,the,c
10173,London,c
10174,Fashion,c
10175,and,c
10176,Leisure,c
10177,Show,c
10178,and,c
10179,we,c
10180,would,c
10181,like,c
10182,to,c
10183,have,c
10184,an,c
10185,opportunity,c
10186,to,c
10187,go,c
10188,to,c
10189,the,c
10190,show,c
10191,.,c
10192,The,c
10193,show,c
10194,is,c
10195,opened,i
10196,between,c
10197,ten,c
10198,and,c
10199,seven,c
10200,p.m,c
10201,on,c
10202,Tuesday,c
10203,",",c
10204,March,c
10205,14,c
10206,at,c
10207,Central,c
10208,Exhibition,c
10209,Hall,c
10210,in,c
10211,London,c
10212,.,c
10213,Latest,c
10214,fashions,c
10215,",",c
10216,leisure,c
10217,and,c
10218,sports,c
10219,wear,c
10220,",",c
10221,make,c
10222,up,c
10223,and,c
10224,hairstyles,c
10225,are,c
10226,expected,c
10227,to,c
10228,be,c
10229,displayed,c
10230,and,c
10231,studied,c
10232,.,c
10233,We,c
10234,have,c
10235,concerned,i
10236,it,c
10237,as,c
10238,a,c
10239,great,c
10240,opportunity,c
10241,to,c
10242,touch,c
10243,a,c
10244,part,c
10245,of,c
10246,latest,c
10247,cultures,c
10248,",",c
10249,which,c
10250,are,c
10251,concentrated,c
10252,and,c
10253,sharpened,c
10254,in,c
10255,London,c
10256,.,c
10257,In,c
10258,addition,c
10259,",",c
10260,the,c
10261,addmission,i
10262,for,c
10263,students,c
10264,is,c
10265,free,c
10266,.,c
10267,Taking,c
10268,the,c
10269,programme,c
10270,and,the
10271,show,c
10272,into,c
10273,consideration,c
10274,",",c
10275,we,c
10276,suggest,c
10277,that,c
10278,we,c
10279,can,c
10280,have,c
10281,time,c
10282,to,c
10283,go,c
10284,to,c
10285,the,c
10286,show,c
10287,in,c
10288,the,c
10289,afternoon,c
10290,on,c
10291,Tuesday,c
10292,.,c
10293,We,c
10294,suppose,c
10295,that,c
10296,in,c
10297,free,c
10298,time,c
10299,on,c
10300,Wednesday,c
10301,we,c
10302,can,c
10303,find,c
10304,some,c
10305,time,c
10306,for,c
10307,shopping,c
10308,.,c
10309,We,c
10310,hope,c
10311,that,c
10312,you,c
10313,consider,c
10314,our,c
10315,suggestion,c
10316,.,c
10317,Yours,c
10318,sincerily,i
10319,",",c
10320,The,c
10321,ways,c
10322,of,c
10323,living,c
10324,are,c
10325,always,c
10326,changing,c
10327,.,c
10328,It,c
10329,is,c
10330,no,c
10331,doubt,c
10332,that,c
10333,functions,c
10334,and,c
10335,structures,c
10336,of,c
10337,the,c
10338,home,c
10339,have,c
10340,been,c
10341,changing,c
10342,as,c
10343,well,c
10344,as,c
10345,that,c
10346,of,c
10347,transformation,c
10348,",",c
10349,for,c
10350,example,c
10351,",",c
10352,have,c
10353,been,i
10354,.,c
10355,Thinking,c
10356,about,c
10357,the,c
10358,home,c
10359,of,c
10360,the,c
10361,future,c
10362,",",c
10363,first,c
10364,of,c
10365,all,c
10366,",",c
10367,nuclear,c
10368,families,c
10369,should,c
10370,be,c
10371,expected,c
10372,because,c
10373,of,c
10374,new,c
10375,technologies,c
10376,",",c
10377,which,c
10378,make,c
10379,house,c
10380,-,c
10381,keeping,c
10382,easier,c
10383,and,c
10384,simpler,c
10385,and,c
10386,because,c
10387,of,c
10388,the,c
10389,idea,c
10390,which,c
10391,encourages,c
10392,us,c
10393,to,c
10394,live,c
10395,in,c
10396,cities,c
10397,for,c
10398,convenient,c
10399,life,c
10400,.,c
10401,People,c
10402,may,c
10403,tend,c
10404,to,c
10405,avoid,c
10406,from,i
10407,living,c
10408,in,c
10409,a,c
10410,large,c
10411,number,c
10412,of,c
10413,families,c
10414,in,c
10415,an,c
10416,expected,c
10417,small,c
10418,house,c
10419,in,c
10420,a,c
10421,city,c
10422,.,c
10423,On,c
10424,the,c
10425,other,c
10426,hand,c
10427,",",c
10428,the,c
10429,bond,c
10430,between,c
10431,parents,c
10432,and,c
10433,children,c
10434,should,c
10435,be,c
10436,unlikly,i
10437,to,c
10438,change,c
10439,.,c
10440,People,c
10441,always,c
10442,need,c
10443,their,c
10444,parents,c
10445,",",c
10446,children,c
10447,and,c
10448,so,c
10449,on,c
10450,.,c
10451,The,c
10452,longer,c
10453,and,c
10454,further,c
10455,they,c
10456,live,c
10457,on,c
10458,their,c
10459,own,c
10460,",",c
10461,the,c
10462,more,c
10463,they,c
10464,may,c
10465,feel,c
10466,that,c
10467,they,c
10468,need,c
10469,a,c
10470,family,c
10471,.,c
10472,New,c
10473,materials,c
10474,will,c
10475,surly,i
10476,change,c
10477,the,c
10478,home,c
10479,of,c
10480,the,c
10481,future,c
10482,in,c
10483,any,c
10484,ways,c
10485,.,c
10486,It,c
10487,is,c
10488,just,c
10489,staff,c
10490,'s,c
10491,around,c
10492,us,c
10493,improving,c
10494,and,c
10495,turning,c
10496,into,c
10497,new,c
10498,one,c
10499,.,c
10500,Hopefully,c
10501,",",c
10502,the,c
10503,minds,c
10504,of,c
10505,people,c
10506,will,c
10507,stay,c
10508,peaceful,c
10509,and,c
10510,tender,c
10511,in,c
10512,the,c
10513,future,c
10514,.,c
10515,Dear,c
10516,Mrs.,c
10517,Ryan,c
10518,",",c
10519,Thank,c
10520,you,c
10521,for,c
10522,your,c
10523,letter,c
10524,.,c
10525,I,c
10526,was,c
10527,very,c
10528,surprised,c
10529,that,c
10530,I,c
10531,have,c
10532,won,c
10533,the,c
10534,first,c
10535,prize,c
10536,in,c
10537,your,c
10538,competition,c
10539,.,c
10540,First,c
10541,I,c
10542,would,c
10543,like,c
10544,to,c
10545,mention,c
10546,that,c
10547,I,c
10548,can,c
10549,only,c
10550,travel,c
10551,in,c
10552,July,c
10553,",",c
10554,because,c
10555,I,c
10556,will,c
10557,work,c
10558,in,c
10559,August,c
10560,in,c
10561,a,c
10562,web,c
10563,designer,c
10564,studio,c
10565,.,c
10566,So,c
10567,I,c
10568,am,c
10569,unable,c
10570,to,c
10571,go,c
10572,on,c
10573,holiday,c
10574,to,c
10575,another,c
10576,time,c
10577,.,c
10578,I,c
10579,would,c
10580,prefer,c
10581,to,c
10582,stay,c
10583,in,c
10584,a,c
10585,tent,c
10586,because,c
10587,I,c
10588,like,c
10589,camping,c
10590,very,c
10591,much,c
10592,.,c
10593,I,c
10594,think,c
10595,it,c
10596,'s,c
10597,more,c
10598,exciting,c
10599,to,c
10600,be,c
10601,in,c
10602,a,c
10603,tent,c
10604,than,c
10605,in,c
10606,a,c
10607,log,c
10608,cabin,c
10609,.,c
10610,I,c
10611,was,c
10612,very,c
10613,surprised,c
10614,that,c
10615,you,c
10616,offer,c
10617,such,c
10618,a,c
10619,great,c
10620,variety,c
10621,of,c
10622,sports,c
10623,and,c
10624,courses,c
10625,.,c
10626,I,c
10627,would,c
10628,like,c
10629,to,c
10630,do,c
10631,Basketball,c
10632,and,c
10633,Painting,c
10634,.,c
10635,I,c
10636,played,c
10637,Basketball,c
10638,at,c
10639,school,c
10640,for,c
10641,about,c
10642,two,c
10643,years,c
10644,.,c
10645,I,c
10646,am,c
10647,rather,c
10648,good,c
10649,in,c
10650,it,c
10651,.,c
10652,I,c
10653,also,c
10654,had,c
10655,Painting,c
10656,as,c
10657,main,c
10658,subject,c
10659,at,c
10660,school,c
10661,for,c
10662,five,c
10663,years,c
10664,.,
10665,I,c
10666,like,c
10667,painting,c
10668,very,c
10669,much,c
10670,",",c
10671,and,c
10672,I,c
10673,think,c
10674,I,c
10675,am,c
10676,good,i
10677,in,c
10678,Painting,i
10679,.,c
10680,I,c
10681,paint,c
10682,a,c
10683,lot,c
10684,in,c
10685,my,c
10686,free,c
10687,time,c
10688,.,c
10689,I,c
10690,prefer,c
10691,painting,c
10692,landscapes,c
10693,and,c
10694,fantasy,c
10695,-,c
10696,pictures,c
10697,.,c
10698,I,c
10699,would,c
10700,like,c
10701,to,c
10702,ask,c
10703,you,c
10704,",",c
10705,how,c
10706,much,c
10707,money,c
10708,will,c
10709,we,c
10710,need,c
10711,?,c
10712,Which,c
10713,clothes,c
10714,should,c
10715,we,c
10716,take,c
10717,with,c
10718,us,c
10719,?,c
10720,I,c
10721,hope,c
10722,to,c
10723,hear,c
10724,from,c
10725,you,c
10726,soon,c
10727,.,c
10728,Yours,c
10729,sincerely,c
10730,First,c
10731,I,c
10732,would,c
10733,like,c
10734,to,c
10735,point,c
10736,out,c
10737,",",c
10738,that,c
10739,this,c
10740,was,c
10741,a,c
10742,good,c
10743,idea,c
10744,to,c
10745,present,c
10746,our,c
10747,school,c
10748,in,c
10749,a,c
10750,short,c
10751,film,c
10752,.,c
10753,I,c
10754,think,c
10755,first,c
10756,of,c
10757,all,c
10758,we,c
10759,should,c
10760,film,c
10761,an,c
10762,english,c
10763,lesson,c
10764,",",c
10765,where,c
10766,pupils,c
10767,could,c
10768,prepare,c
10769,some,c
10770,group,c
10771,work,c
10772,or,c
10773,information,c
10774,-,c
10775,boards,c
10776,.,c
10777,I,c
10778,think,c
10779,it,c
10780,is,c
10781,also,c
10782,important,c
10783,to,c
10784,present,c
10785,a,c
10786,comercial,i
10787,english,c
10788,lesson,c
10789,",",c
10790,maybe,c
10791,the,c
10792,pupils,c
10793,could,c
10794,write,c
10795,"""\""""""",c
10796,offers,c
10797,and,c
10798,orders,c
10799,"""\""""""",c
10800,or,c
10801,enquiries,c
10802,on,c
10803,the,c
10804,blackboard,c
10805,.,c
10806,Next,c
10807,I,c
10808,would,c
10809,film,c
10810,a,c
10811,BWPM,c
10812,lesson,c
10813,.,c
10814,This,c
10815,subject,c
10816,teachs,i
10817,the,c
10818,pupils,c
10819,how,c
10820,to,c
10821,make,c
10822,good,c
10823,presentations,c
10824,.,c
10825,They,c
10826,go,c
10827,together,c
10828,in,c
10829,groups,c
10830,",",c
10831,then,c
10832,they,c
10833,prepare,c
10834,power,c
10835,point,c
10836,presentations,c
10837,and,c
10838,at,c
10839,least,c
10840,they,c
10841,present,c
10842,it,c
10843,in,c
10844,front,c
10845,of,c
10846,the,c
10847,other,c
10848,pupils,c
10849,and,c
10850,teachers,c
10851,.,c
10852,It,c
10853,would,c
10854,be,c
10855,also,c
10856,very,c
10857,interesting,c
10858,to,c
10859,film,c
10860,the,c
10861,situation,c
